episode_no,file,title,status,sentence_index,episode_tickers,sentence_tickers,actions,instruments,contract_counts,strikes_or_spreads,prices_and_returns,evidence
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1946,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",NVDA,,,,,,"Second, I saw Nvidia's options distribution this week matching last week."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1947,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,call,,,,The top six open interests were calls from 185 to 200.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1948,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",NVDA,,,,,,"So, let's first review and refresh our memory by looking back at last week's Nvidia option structure and my thought process behind my judgment."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1949,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,call,,190 call,,"Based on the principle of option killing, all of the top six options are call options except for the 190 call."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1951,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,,,,,You have to understand this kind of option structure is very rare to see.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1952,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",NVDA,,call,,,,"In the past, for Nvidia's weekly options, it was basically impossible for the top six to all be call options."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1953,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,"call, put",,,,"Usually, it was a mix of puts and calls, which would lead to option killing rather than a gamma squeeze."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1955,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,call,,,,"The top six options by open interest are all call options, which is why I believe a gamma squeeze is going to happen."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1958,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,buy,call,,,,"If you're a market maker and you're facing retail investors and institutions buying such a huge number of call options while the stock price keeps rising, what would you do?"
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1960,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,buy,,,,,"You'd have no choice but to buy a large amount of the underlying stock to hedge your risk, which in turn pushes the stock price even higher."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1961,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,,,,,"As the stock price rises, out of the money options become in the money and the gamma of the options, that is the second derivative of the option price increases sharply."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1962,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,buy,,,,,"Market makers then have to accelerate their buying of even more of the underlying stock to maintain their hedge, creating a vicious cycle of buying that drives prices even higher, which leads to more buyin."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1963,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,call,,,,"And this is what's called a gamma squeeze, a financial battle involving retail investors, institutions, and market makers all at once."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1964,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,,,,,"And if you look at the option structure this time, the top six strike prices are 180, 182.5, 185 up to 190."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1967,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,buy,stock,,180 strike,,"Then the 180 strike options will trigger a gamma squeeze, forcing market makers to buy shares and push the stock price higher."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1968,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,buy,stock,,,,"When the price rises to 182.5, a second gamma squeeze will occur and market makers will again be forced to buy more shares, driving the price up even further."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1969,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,buy,stock,,,,"And when the stock price climbs to 185, a third gamma squeeze will happen, forcing market makers to buy even more shares, which pushes the price up to 187.5, triggering yet another gamma squeeze."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1971,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,call,,,,The number of calls at 187.5 isn't as high as at the previous strikes.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1973,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,buy,stock,,,,"So the gamma squeeze at 187.5 will be weaker, and market makers will buy fewer shares."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1978,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL","NVDA, ETH",buy,stock,,,,So this week using the same method we can deduce that Nvidia will experience another gamma squeeze just like last week with market makers being forced to buy more shares which will keep driving the price up.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1980,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",ETH,,,,,,The killing options principle and the relationship analysis method are trading systems I developed through countless bloody battles in the market.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1981,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,,,,,You can find this killing options instructional video on my homepage.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1982,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",ETH,,,,,,It's my only paid tutorial where I teach the method for determining option killing points without holding anything back.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1985,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,"long, all_in",,,,$280,"So, since both the fundamentals and technicals are all positive, of course, I went all in with $280,000 for a full force long position."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1988,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,call,,,,And that's where I chose to take profit on my vertical call strategy.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,1989,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,"buy, sell","call, vertical_spread",,,33%,"I bought into the vertical call spread strategy in batches at 1.8 and 1.9 and finally sold at 2.45 to take profit, capturing the maximum gain with a 33% return."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,2017,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",ORCL,"sell, long, short",,,,,"Not long ago, Oracle went through a sharp sell-off and a lot of short-term capital fled in a hurry."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,2022,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",ORCL,short,put,,,,"Third, and most importantly, in order to seize the AI high ground, Oracle has been pouring money into building data centers, causing its capital expenditures to sore and putting short-term profits under pressure."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,2023,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,short,,,,,Those short-term Wall Street investors who only look at quarterly reports lost patience the moment they saw profits thinning.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,2024,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,short,,,,,But that's just the short-sightedness of the capital markets.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,2025,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",ORCL,short,,,,,They see Oracle strategic investments for the next decade as a short-term financial burden.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,2029,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",ORCL,"long, short",put,,,,"Putting aside short-term sentiment, let's take a look at Oracle's long-term fundamentals."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,2039,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,long,,,,,Longtime followers know that I never rely on blindly guessing the bottom when I trade.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,2048,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,buy,stock,,,,"Major funds are aggressively buying shares, taking back control."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,2051,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,sell,,,,,"When Capital misjudges and sells off, that's the best entry for retail."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,2058,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL","NVDA, ORCL",buy,call,,,"cost of $2.23 , $2.23","After taking profits from my vertical call strategy on Nvidia, I used all 440,000 in profits to buy nearly 2,000 oracle call options at a cost of $2.23 each, entering after the group members."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,2063,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,call,,,,But the term I appreciate even more is hero call.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,2064,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,call,,,,"It means calling a bet even when you know there's risk, yet you still choose to go for it with conviction."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,2068,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,"buy, sell",call,,,,"I took profits at the intraday high, selling the call options I bought at 2.23 for 4.5."
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,1,"NVDA, TSLA",,,,,,,我经常在粉丝群里发布自己最新的期权策略，所以会有很多粉丝朋友想要我科普一下期权的玩法。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,2,"NVDA, TSLA",,,,,,,那么今天这期视频我会分上下两期来详细讲解我对于期权的理解和思考。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,3,"NVDA, TSLA",,,,,,,第一部分我会给大家介绍期权最基础的四种策略。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,5,"NVDA, TSLA",,,,,,,与此同时，我还会给大家讲解期权的定价，这可不是谁都能给你讲明白的。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,6,"NVDA, TSLA",,,,,,,那么第二部分则会涵盖我对于期权的实操策略，大家可以根据自己的经验来选择观看。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,8,"NVDA, TSLA",,"buy, long","call, stock",,,,**基础策略一：买入看涨期权** 当股价走上涨趋势时，买入看涨期权是我们可以做的最简单最直接的策略。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,9,"NVDA, TSLA",,"buy, long","call, stock",,,,看涨期权，简单来说就是你花钱买了一个权利，让你可以在未来的某个时间以一个固定价格购买股票。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,10,"NVDA, TSLA",NVDA,"buy, long",call,,,,举个例子，假设我买了到期日6月20号、行权价为120的英伟达看涨期权。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,13,"NVDA, TSLA",,,,,,"收盘，这个期权的市场价格是6.7美元, 6.7美元",截止3月28号收盘，这个期权的市场价格是6.7美元。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,14,"NVDA, TSLA",,,stock,一张,,6.7美元,要注意的是，6.7美元所对应的是一股的权利，而一张期权合约捆绑了100股的股票。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,15,"NVDA, TSLA",,buy,stock,,,"成本为670美元, 670美元",所以如果我买了这张期权，那么就相当于我买了100股股票的权力，所以总成本为670美元。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,17,"NVDA, TSLA",,,stock,,,"6.7美元, 13.3美元",而又因为我已支付了6.7美元每股的期权费，所以真正的净收益是13.3美元。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,18,"NVDA, TSLA",,,stock,一张,,1330美元,又因为一张期权对应100股，所以总收益为1330美元。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,20,"NVDA, TSLA",,buy,stock,,,,由于购买期权是有成本的，所以只有当股价超过了行权价加期权费的总和时，才能实现盈利。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,22,"NVDA, TSLA",,,stock,,,"股价只到了125, 成本，我实际上是每股亏了1.7美元, 5美元, 1.7美元, 170美元",如果6月20号股价只到了125，那么我行权后的每股收益就为5美元减去每股6.7的成本，我实际上是每股亏了1.7美元的，其期权的总亏损为170美元。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,23,"NVDA, TSLA",,buy,,,,"价格都没有达到120美元, 最大亏损就是你购买期权的成本本金670美元, 120美元, 670美元",但如果最终价格都没有达到120美元，那么你的最大亏损就是你购买期权的成本本金670美元。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,24,"NVDA, TSLA",,long,"call, stock",,,,看涨期权是当你确认股票走上涨趋势时去放大收益的手段之一。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,26,"NVDA, TSLA",,"buy, short",put,,,,哎，这就是我们要讲的第二个基础策略：买入看跌期权。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,27,"NVDA, TSLA",,"buy, sell, short","put, stock",,,,买入看跌期权，就是你花钱买了一个权利，让你可以在未来的某个时间以一个固定的价格卖出股票。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,28,"NVDA, TSLA",NVDA,"buy, short",put,,,,再举个例子，假设我买了到期日6月20号、行权价为105的英伟达看跌期权。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,29,"NVDA, TSLA",NVDA,sell,stock,,,"股价到了哪里，我都有权利以105美元, 105美元",也就是说，在6月20号当天，无论英伟达股价到了哪里，我都有权利以105美元每股的价格卖出英伟达的股票。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,30,"NVDA, TSLA",,,,,,"收盘，这个期权的市场价格为7.9美元, 成本为790美元, 7.9美元, 790美元",截止3月28号收盘，这个期权的市场价格为7.9美元，所以总成本为790美元。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,31,"NVDA, TSLA",NVDA,sell,stock,,,"股价在105美元, 105美元, 10美元",在6月20号当天，如果股价在105美元之下，比如到了95，那么我就可以行使权力以105美元每股的价格卖出英伟达的股票，相当于每股赚了10美元。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,32,"NVDA, TSLA",,,stock,,,"7.9美元, 2.1美元, 210美元",而又因为我已支付了7.9美元每股的期权费，所以真正的净收益是每股2.1美元，期权总收益为210美元。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,33,"NVDA, TSLA",,short,put,,,,而看跌期权的盈亏平衡点是由行权价减掉期权费，也就是105减7.9等于97.1。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,37,"NVDA, TSLA",,"sell, long","call, covered_call",,,,**基础策略三：卖出covered call** 卖出covered call的本质是卖出看涨期权。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,38,"NVDA, TSLA",,"buy, sell","call, covered_call, stock",一张,,,卖一张covered call是用你100股的股票作为抵押，给别人提供了一个买你股票的机会。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,40,"NVDA, TSLA",,sell,"call, covered_call, stock",,,,如果你认为在当下的阶段，股票的价格会处于震荡或者缓慢上涨，那么卖covered call绝对是一个非常好的选择。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,41,"NVDA, TSLA",NVDA,"sell, long","call, stock",一张,,价格，那么我就可以选择卖一张6,举个例子，比如我持有100股英伟达的股票，而我认为近期英伟达很难达到150的价格，那么我就可以选择卖一张6月20号到期、行权价150的看涨期权。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,42,"NVDA, TSLA",,sell,,,,"价格目前处于1.19, 119美元",期权价格目前处于1.19，在我选择卖出之后，那么我的账户就能立即收到119美元的期权费作为我的收益。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,43,"NVDA, TSLA",NVDA,sell,stock,,,股价没有到达150,如果到了6月20号，英伟达股价没有到达150，那么卖出的期权作废，我可以继续持有我的100股股票。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,44,"NVDA, TSLA",NVDA,sell,stock,,,股价超过了150,但如果英伟达的股价超过了150，那么我的100股英伟达股票就会被以行权价150卖出。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,45,"NVDA, TSLA",,,stock,,,,在这笔交易中，我虽然赚到了期权费，但也放弃了股票在150以上的所有涨幅。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,46,"NVDA, TSLA",NVDA,buy,stock,,,价格买入了10,投资界大佬段永平3月19号在个人社媒宣布自己以92的价格买入了10万股英伟达的股票。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,48,"NVDA, TSLA",,,"call, covered_call",,,,这个就和刚才说的covered call有很大的关系了。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,49,"NVDA, TSLA",NVDA,"buy, sell, long","call, stock","1000张, 1000张, 一张",,"价格买入10, 卖出了1000, 116.7美金, 2400美金",他在以116.7美金的价格买入10万股英伟达的同时，又卖出了1000张看涨期权，一张看涨期权的期权费为2400美金，所以1000张也就是240万美金。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,51,"NVDA, TSLA",,sell,"call, covered_call, stock",,,,所以总结一下，卖出covered call的优点在于，无论股价涨或者跌，我都能先赚到一笔权利费，而得到的权利费又可以降低我的持股成本，就算股票跌了，我也可以减少亏损。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,52,"NVDA, TSLA",,sell,stock,,,,缺点就是，如果股票暴涨至行权价以上，那么我就只能被迫以行权价卖出股票，放弃行权价之上的所有收益。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,53,"NVDA, TSLA",,"sell, long","call, stock",,,,可能会有好奇的朋友发问，如果我手里没有现成的股票，我能不能直接卖出看涨期权？
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,54,"NVDA, TSLA",,sell,call,,,,答案是可以，但我不推荐，这种方式叫卖出naked call，它的亏损上限是没有上限。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,56,"NVDA, TSLA",TSLA,short,stock,,,,此时你认为特斯拉做空情绪高涨，并且业绩不佳，所以判断股价短时间不会出现反弹。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,57,"NVDA, TSLA",,"sell, long","call, stock",一张,,,于是你在当天在没有正股的情况下，卖了一张3月28号到期的行权价为240的看涨期权。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,59,"NVDA, TSLA",TSLA,"buy, sell",stock,,,"价格卖出，所以总亏损达到了2000美金, 260元, 2000美金",此时，期权买方会行权，而你则需要首先购买100股260元的特斯拉股票，再以240的价格卖出，所以总亏损达到了2000美金。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,60,"NVDA, TSLA",TSLA,"buy, sell",stock,,,"价格买入100, 220美金, 2000美金",但如果你在3月10号的操作是以220美金的价格买入100股特斯拉股票再卖出期权，那么你最终的收益将是期权费加上上涨带来的2000美金。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,61,"NVDA, TSLA",,,"call, covered_call",,,,所以这也是为什么我向大家推荐my covered call，而不是naked call的原因。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,62,"NVDA, TSLA",,"buy, sell, short","put, cash_secured_put, stock",,,,**基础策略四：卖出看跌期权（sell put）** 卖出看跌期权，意思是你愿意在行权价买入股票，并且为了这个承诺，你可以先收取一笔权利金。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,63,"NVDA, TSLA",,sell,put,,,,那什么时候卖put是个好的决策呢？
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,64,"NVDA, TSLA",,"buy, sell","put, stock",,,,当市场稳定或者小幅震荡的阶段，并且你愿意以某个低于当前股票的价格购买这只股票的时候，那么卖put就是一个很好的选择。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,65,"NVDA, TSLA",NVDA,"buy, sell, short","put, stock",,,"股价是110, 卖出比如6, 100块",比如英伟达当前股价是110，而你只想买100块钱的英伟达，但是又觉得这个价格很难跌到，那么你就可以选择卖出比如6月20号行权价为100的看跌期权。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,66,"NVDA, TSLA",NVDA,buy,stock,,,"股价跌至比如95, 价格买入100",在6月20号当天，如果股价跌至比如95，那么你就必须按100的价格买入100股的英伟达。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,67,"NVDA, TSLA",,,stock,,,"股价处于100, 600元",但如果股价处于100以上，期权作废，白赚600元权利金。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,68,"NVDA, TSLA",,"buy, sell, short","put, stock",,,,但值得注意的是，卖出看跌期权需要保证金，确保在股价跌至行权价以下时，你有足够的现金来以行权价购买股票。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,69,"NVDA, TSLA",,,,,,,以这张期权为例，你需要100乘以100，也就是1万美金的保证金。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,70,"NVDA, TSLA",,sell,put,,,,而如果你账户中没有那么多现金的话，你仍然可以去卖put，但由于风险较高，所以我不建议。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,72,"NVDA, TSLA",,,,,,,但是如果你想在到期日之前就把手头的期权给交易了，那么对于期权的价格变动，你就得有一个最基本的概念。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,73,"NVDA, TSLA",,,,,,,我想说，影响期权价格波动的因素真的很复杂，一两句话是没有办法解释清楚的。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,74,"NVDA, TSLA",,,,,,,想当年我还在麻省理工读书的时候，听Merton教授讲期权定价的时候，我也是一脸懵。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,75,"NVDA, TSLA",,,,,,,但是如果你要玩期权，那么你就至少要搞懂我接下来所说的那一点。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,76,"NVDA, TSLA",,,,,,,期权价格就像一块蛋糕分成两块：内在价值和时间价值。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,77,"NVDA, TSLA",,,,,,,内在价值是期权实实在在的价值，简单说就是如果现在马上执行期权，你能赚多少钱？
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,78,"NVDA, TSLA",,"buy, long","call, stock",,,"100块, 110块, 10块",比如你买了一个股票的看涨期权，行权价是100块，现在股票市价是110块，那内在价值就是10块钱。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,82,"NVDA, TSLA",,buy,stock,,,,期权在没有到期之前，市场可能会变化，谁也不知道股票会不会突然涨那么一大截，所以时间价值就像是买了一个希望，你付钱赌未来还有机会赚钱。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,85,"NVDA, TSLA",,,,,,,而期权就像一个倒计时炸弹，每过去一天离到期日就近一天，那个未来的可能性就少一点，时间价值也就少那么一些。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,86,"NVDA, TSLA",,,,,,,而期权时间价值的衰减速度，我们把它称之为theta。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,89,"NVDA, TSLA",,,stock,,,,如果期权处于at the money的状态，也就是执行价和当前股价差不多，离到期日越近，时间价值掉得也就越快。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,95,"NVDA, TSLA",,,,,,,那这个时候IV就会很高，期权价格中时间价值的部分就会被推高，因为可能性变大。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,97,"NVDA, TSLA",,,,,,,这种不确定性的消失，IV就哗的一下从天上掉了下来，这个现象就叫做IV crash，期权价格也会跟着暴跌，尤其是时间价值的部分，因为希望和赌一把的空间被现实拍扁了。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,98,"NVDA, TSLA",,,,,,,在本期视频的最后，我想提醒在座的各位，期权能带来巨额收益的同时，也会存在巨大的风险。
11,4_hyWzEnFno_美股期权教学.md,hyWzEnFno_美股期权教学,usable,99,"NVDA, TSLA",,buy,,,,,如果你会因为巨大的浮亏导致你茶不思饭不想睡不着觉，那么请你一定在买期权前再三考虑。
12,4aN_3XOCVlE_Trump币的投资逻辑.md,3XOCVlE_Trump币的投资逻辑,usable,43,,,"buy, sell",,,,,"英文裡叫buy the rumor, sell the news。"
